Code,Company,City,Country
KTTU,KOTTA CONTAINER COMPANY LTD,Saint Petersburg,Russian Federation
KTZU,KTZ EXPRESS JSC,Nur-Sultan,Kazakhstan
KUBU,KUBE & KUBENZ INT. SPEDITION-UND,HAMBURG,Germany
KUDU,GATEWAY CONTAINER SALES & HIRE PTY LTD,"HEMMANT, Queensland",Australia
KUUU,KAMCHATKA SHIPPING COMPANY,Petropavlovsk-Kamchatsky,Russian Federation
KVOU,RUSVINYL LLC,Kstovo,Russian Federation
KWCU,TEXTAINER EQUIPMENT MANAGEMENT LTD,"HAMILTON, HM HX",Bermuda
KWKU,KWIK EQUIPMENT SALES LLC,"Pearland, TX-77581, Texas",United States
KWTU,W. KOBRUNNER HANDELS-U. GUTERTRANSPORTE GMBH,REGAU,Austria
KWUU,FRAMATOME GMBH,ERLANGEN,Germany
KXTU,KAWASAKI KISEN KAISHA LTD - K LINE,TOKYO,Japan
KYSU,KYOGOKU UNYU SHOJI CO LTD,TOKYO,Japan
KZEU,KTZ EXPRESS JSC,Nur-Sultan,Kazakhstan
LABU,LAGERMAX AUTOTRANSPORT GMBH,STRASSWALCHEN,Austria
LAFU,L & T B.V.,'s-Hertogenbosch,Netherlands
LAHU,L & T B.V.,'s-Hertogenbosch,Netherlands
LAMU,LAM KARA HAVA VE DENIZ TASIMACILIK AS,Istanbul,Turkey
LANU,SEA-LAND LOGISTICS ENTERPRISES PTE LTD,Singapore,Singapore
LARU,LAROUTE SA,ZUG,Switzerland
LASU,SOCOMAT,BOULOGNE,France
LAUU,LAUTERBACH SPEDITIONS-GMBH,BERG,Germany
LBCU,LIEBHERR-WERK BIBERACH GMBH,BIBERACH,Germany
LBGU,"LUBIAO CONTAINER CO., LTD",Road Town Tortola,"Virgin Islands, British"
LBIU,HAPAG LLOYD A.G,HAMBURG,Germany
LBOU,TERMCOTANK SA,GENEVE,Switzerland
LCEU,LIVENT,"CHARLOTTE, NC-28208",United States
LCGU,LOTUS CONTAINERS GMBH,EGESTORF,Germany
LCIU,HEXAGON LINCOLN,"LINCOLN, NE 68524",United States
LCKU,LOCATANK S.A.,EYBENS,France
LCLU,CONTAINER LEASING,SAINT PETERSBURG,Russian Federation
LCRU,CARU CONTAINERS BV,ROTTERDAM,Netherlands
LCTU,LEVADA CARGO LLC,Kiev,Ukraine
LCUU,LANCER CONTAINER LINES LTD,NAVI MUMBAI,India
LCXU,LOGIX CAPITAL LLC,DORAL,United States
LCYU,LCY CHEMICAL CORP.,Kaohsiung,"Taiwan, China"
LDRU,TURKEY RUSSIA LOGISTICS CORPORATION,SAMSUN,Turkey
LDVU,LINDE GAS VIETNAM LTD,Ba Ria Vung Tau Province,Viet Nam
LDZU,STATE JOINT STOCK COMPANY-LATVIJAS DZELZCELS,RIGA,Latvia
LEAU,SO.GE.SE SRL,LIVORNO,Italy
LECU,INDUSTRIAL DYNAMICS,DELMAS,Haiti
LEDU,SPECTEKHKOMPLEKT LTD.CO,St Petersburg,Russian Federation
LEEU,TRANSPORTBEDRIJF H.A. LEEMANS B.V.,VRIEZENVEEN,Netherlands
LEGU,LEGEND LOGISTICS LIMITED,Singapore,Singapore
LEHU,IMPERIAL CHEMICAL TRANSPORT GMBH,DUISBURG,Germany
LEIU,SET LINNINGS INTERNATIONAL S.A,MOITA,Portugal
LELU,LOGISTICS EXPEDITORS SDN BHD,"KLANG, SELANGOR",Malaysia
LEPU,LAVA ENGINEERING COMPANY,Erode,India
LERU,BBC CHARTERING GMBH - AS AGENTS,LEER,Germany
LETU,BLUE BALTIC SHIPPING & TRADING LIMITED,LA HABANA,Cuba
LFCU,HONGKONG SHANGHAI LIFENG LEASING COMPANY LIMITED,Shanghai,China
LFGU,P&R EQUIPMENT & FINANCE CORP.,Zug,Switzerland
LFIU,LOFTY STARS GLOBAL LIMITED,MAHE,Seychelles
LFTU,LFT GMBH INTERNATIONALE,MÜNCHSMÜNSTER,Germany
LGAU,LINGGAS (TIANJIN) LIMITED,DISTRICT TIANJIN,China
LGEU,CARU CONTAINERS BV,ROTTERDAM,Netherlands
LGIU,LINDE GAS ITALIA SRL,ARLUNO (MI),Italy
LGKU,AB LG CARGO,VILNIUS,Lithuania
LGSU,LINDE GAS SINGAPORE PTE LTD,Singapore,Singapore
LGVU,ORANO DS - DEMENTELEMENT ET SERVICES,GIF SUR YVETTE,France
LGXU,LOGIX S.A.,BUENOS AIRES,Argentina
LHEU,BLUE SKY (HK) INTERNATIONAL TRADING LIMITED,Hong Kong,HK
LHGU,LINDE - GLOBAL HELIUM,SATANTA,United States
LHZU,LVIV CHEMICAL PLANT JSC,Lviv,Ukraine
LICU,INTERMODAL CONTAINER SERVICE,VILNIUS,Lithuania
LINU,"LINDE GMBH, LINDE GAS DEUTSCHLAND",PULLACH,Germany
LIQU,LIQUIMET S.p.A.,Treviso,Italy
LIXU,CROSSTRADE SHIPPING LTD,"ROAD TOWN, TORTOLA","Virgin Islands, British"
LKCU,LAURITZEN KOSAN A/S,Hellerup,Denmark
LKDU,BULKUID,"Houston, TX 77042",United States
LLAU,ABL SPACE SYSTEMS,El Segundo,United States
LLTU,TEXTAINER EQUIPMENT MANAGEMENT LTD,"HAMILTON, HM HX",Bermuda
LMCU,IGNAZIO MESSINA & CO,GENOVA GE,Italy
LMEU,LANTIA MARITIMA,Torrejon de Ardoz,Spain
LMRU,L.M.C. (LEMARECHAL CELESTIN),VALOGNES,France
LNDU,LINDE GAS NA LLC,"Bridgewater, NJ 08807",United States
LNGU,GEFEST LTD,Saint Petersburg,Russian Federation
LNNU,LLC LUKOIL-NIZHEGORODNEFTEORGSINTEZ,Nizhny Novgorod,Russian Federation
LNXU,HAPAG LLOYD A.G,HAMBURG,Germany
LOCU,LOCALLTAINER LOCACOES DE CONTAINERS COM.E.SERV.LTDA,SANTOS,Brazil
LOEU,LOESCHE GMBH,NEUSS,Germany
LOGU,EUROTAINER SA,Rotterdam,Netherlands
LOMU,LEVORATO MARCEVAGGI SRL,CAMPALTO VE,Italy
LONU,LONZA LTD,BASEL,Switzerland
LOSU,EMERSON CLIMATE TECHNOLOGIES,HOJBJERG,Denmark
LOTU,MAERSK A/S,Copenhagen,Denmark
LOUU,INTERNATIONAL SHIPPING CO. INC.,"WILMINGTON, NC-28412",United States
LOVU,NORTH SEA CONTAINER LINE AS,Haugesund,Norway
LPCU,CATERPILLAR (NI) LTD,LARNE,United Kingdom
LPKU,SYARIKAT LOGISTIK PETIKEMAS SDN BHD,KUANTAN,Malaysia
LPLU,LAUDE SMART INTERMODAL S.A.,TORUN,Poland
LRSU,JSC LENA UNITED SHIPPING COMPANY,YAKUTSK,Russian Federation
LRTU,LAUDE LLC,Kaliningrad,Russian Federation
LSEU,ONE WAY LEASE INC.,"OAKLAND, CA-94607",United States
LSFU,LANGH GROUP OY AB,PIIKKIO,Finland
LSGU,LANDSEA GLOBAL TASIMACILIK VE TICARET A.,ISTANBUL,Turkey
LSHU,LS HOLDING APS,Tilst,Denmark
LSIU,LS INTERTANK APS,FREDERICIA,Denmark
LSLU,SEA-LAND LOGISTICS ENTERPRISES PTE LTD,Singapore,Singapore
LSNU,LS-NIKKO COPPER,ULSAN CITY,"Korea, Republic of"
LSPU,KUNSHAN ASIA UNION ELECTRONIC CHEMICAL CO LTD,Kunshan,China
LSRU,"LUOYANG SUNRUI SPECIAL EQUIPMENT CO.,LTD",Luoyang,China
LSTU,LS INTERTANK APS,FREDERICIA,Denmark
LSVU,ZTMC LTD.,Zaporozhye,Ukraine
LTBU,"IBERIA CRANES & CONTAINER, SL",ALGECIRAS,Spain
LTCU,LEASE TC BV,Bergen,Netherlands
LTEU,TEU CONSERVICES LTD,LIMASSOL,Cyprus
LTGU,INNER MONGOLIA LANTAI SODIUM INDUSTRY CO LTD,INNER MONGOLIA,China
LTIU,ITALIA MARITTIMA S.P.A,TRIESTE TS,Italy
LTKU,LTIC LLC,TBILISI,Georgia
LTSU,LOGICSHIPPINGTRADING APS,Aalborg Øst,Denmark
LTUU,LITHUANIAN ARMED FORCES LOGISTICS SUPPORT COMMAND,VILNIUS,Lithuania
LTXU,LONDON TANK MANAGEMENT LTD,SOUTHEND ON SEA,United Kingdom
LUNU,NUOVA LOGISTICA LUCIANU SRL,Olbia,Italy
LUPU,ARKEMA GMBH,GUNZBURG,Germany
LVIU,"LINGGAS, LIMITED","Beijing, 100101",China
LVNU,FLEXBOX COLUMBIA SAS,BOGOTA,Colombia
LVSU,LCS CONTAINERS,BURTON-ON-TRENT,United Kingdom
LWCU,PEOPLE TECHNOLOGY SOLUTIONS LTD,LONDON,United Kingdom
LXAU,LUXEMBOURG ARMY,DIEKIRCH,Luxembourg
LXLU,KMT GAS,"Sichuan Province,",China
LXSU,LANXESS DEUTSCHLAND GMBH,LEVERKUSEN,Germany
LYGU,"DONG FANG INTERNATIONAL CONTAINER (LIANYUNGANG) CO., LTD",LIANYUNGANG,China
LYKU,HAPAG LLOYD A.G,HAMBURG,Germany
LYPU,QINGDAO SUIHE CARRY INDUSTRIAL GROUP CO. LTD,QINGDAO,China
LYSU,DFDS A/S,COPENHAGEN,Denmark
MACU,ADR TRASPORTI SRL,CATANIA,Italy
MAEU,MAERSK A/S,Copenhagen,Denmark
MAGU,TEXTAINER EQUIPMENT MANAGEMENT LTD,"HAMILTON, HM HX",Bermuda
MAKU,MAKIOS LOGISTICS,THESSALONIKI,Greece
MALU,MAERSK A/S,Copenhagen,Denmark
MAMU,MAMMOET EUROPE BV,SCHIEDAM,Netherlands
MANU,CARU CONTAINERS BV,ROTTERDAM,Netherlands
MARU,CARU CONTAINERS BV,ROTTERDAM,Netherlands
MASU,MAS SHIPPING & TRADING,ALEXANDRIA,Egypt
MATU,"MATSON NAVIGATION COMPANY, INC","OAKLAND, CA 94610",United States
MAXU,TEXTAINER EQUIPMENT MANAGEMENT LTD,"HAMILTON, HM HX",Bermuda
MBAU,MARTI INFRA AG,MOOSSEEDORF,Switzerland
MBBU,MULTIBOXX LIMITED,KOWLOON,HK
MBDU,MULTIBOXX LIMITED,KOWLOON,HK
MBFU,MBF CARPENTERS SHIPPING LTD,KUALA LUMPUR,Malaysia
MBGU,MULTIBOXX LIMITED,KOWLOON,HK
MBIU,MORBRIDGE INTERNATIONAL LTD,LIVERPOOL,United Kingdom
MBLU,MAR BRIDGE LINE INC.,Panama City,Panama
MBTU,MULTIBOXX LIMITED,KOWLOON,HK
MBWU,MAX BOEGL STIFTUNG & CO KG,SENGENTHAL,Germany
MBXU,MOBILBOX CONTAINER TRADING LTD,BUDAPEST,Hungary
MCAU,MAERSK A/S,Copenhagen,Denmark
MCBU,MOELLER CHEMIE GMBH & CO. KG,Steinfurt,Germany
MCCU,MAXON C&T CORPORATION LIMITED,Hong Kong,HK
MCDU,"4D BUILDING, INC.","Milford, MI 48381",United States
MCEU,MERCURY CONTAINER TRADING GMBH,Hamburg,Germany
MCFU,STATE ENTERPRISE RAILWAYS OF MOLDOVA,KISHINEV,"Moldova, Republic of"
MCGU,"MITSUI CHEMICALS, INC.",Tokyo,Japan
MCHU,MAERSK A/S,Copenhagen,Denmark
MCIU,MAERSK CONTAINER INDUSTRY AS,TINGLEV,Denmark
MCKU,MOUNTAIN CONTAINER TRADING INC,Clinton,United States
MCLU,BORCHARD LINES LTD,LONDON EC1Y 4XY,United Kingdom
MCMU,MANAGEMENT CONTROL & MAINTENANCE S.A.,GENEVE,Switzerland
MCNU,MAROC CONTENEURS INTERNATIONAL,CASABLANCA,Morocco
MCOU,4SEAS SHIPPING AND FORWARDING BV,BERKEL EN RODENRIJD,Netherlands
MCPU,SEALAND MAERSK ASIA PTE LTD,SOUTHPOINT,Singapore
MCRU,MAERSK A/S,Copenhagen,Denmark
MCTU,MARIANA EXPRESS LINES PTE LTD,Singapore,Singapore
MCUU,MCR MOBILE CONTAINER REPAIR AB,Gothenburg,Sweden
MCZU,MINISTRY OF DEFENCE OF THE CZECH REPUBLIC,PRAGUE,Czech Republic
MDCU,"MEDLOG (SHANGHAI) CO.,LTD.",Shanghai,China
MDEU,MINISTERE DES ARMEES - CSOA,VILLACOUBLAY,France
MDIU,M.D. SRL,Napoli,Italy
MDKU,RHENUS LOGISTICS AUSTRIA GMBH,KREMS,Austria
MDLU,MITSUBISHI GAS CHEMICAL COMPANY INC,TOKYO,Japan
MDOU,QINGDAO MMD OFFSHORE CO LTD,"QINGDAO CITY,",China
MDPU,MODERN SHIPPING LINES CO LTD,Hong Kong,HK
MDSU,QINETIQ TARGET SYSTEMS LIMITED,"ASHFORD, KENT",United Kingdom
MDUU,MDU MAIN-DONAU-UMSCHLAGS-TRANSPORT-GMBH,Nürnberg,Germany
MDVU,MALDIVES STATE SHIPPING (MSS),MALE,Maldives
MEBU,MEEBERG CONTAINER SERVICE BV,MOERDIJK,Netherlands
MECU,MELFI MARINE CORP. S.A,CIUDAD DE LA HABANA,Cuba
MEDU,MSC- MEDITERRANEAN SHIPPING COMPANY S.A.,GENEVE,Switzerland
MEEU,MEPAVEX LOGISTICS BV,Bergen op Zoom,Netherlands
MEGU,SHANGHAI MEG IMPORT AND EXPORT CORPORATION,SHANGHAI,China
MELU,JORN BOLDING A/S,Esbjerg V,Denmark
MEMU,MELKWEG / FRITOM BV,BOLSWARD,Netherlands
MENU,"MENADIONA, S.L.",PALAFOLLS,Spain
MERU,MARIANA EXPRESS LINES PTE LTD,Singapore,Singapore
MESU,NEST LTD INTERNATIONAL TRANSPORTS FLEXITANK SERVICES,GLYFADA,Greece
METU,METAMORFOZA CZ s.r.o.,Senov,Czech Republic
MEXU,MARIANA EXPRESS LINES PTE LTD,Singapore,Singapore
MFAU,MAINFREIGHT (AUSTRALIA),Prestons,Australia
MFCU,FINSTERWALDER CONTAINER GMBH,KAUFBEUREN,Germany
MFRU,MARFRET S.A.,MARSEILLE,France
MFTU,MARFRET S.A.,MARSEILLE,France
MGEU,MONTER GLOBAL LOGISTICS (S) PTE LTD,SINGAPORE,Singapore
MGGU,MESSER GROUP GMBH,BAD SODEN,Germany
MGIU,MEGA-INLINER SYSTEMS B.V.,Valkenswaard,Netherlands
MGLU,TEXTAINER EQUIPMENT MANAGEMENT LTD,"HAMILTON, HM HX",Bermuda
MGMU,"MEGA CONTAINERS SALES, INC","WALNUT, CA 91789",United States
MGNU,SEACUBE CONTAINERS LLC,"WOODCLIFF LAKE, N.J. 07677",United States
MGSU,MGS OFFSHORE SDN BHD,Kuala Lumpur,Malaysia
MGTU,MAGITU GMBH,Berlin,Germany
MHCU,MAG CONTAINER LINES INC,MAHE,Seychelles
MHFU,MHF SERVICES,"WEXFORD, PA 150190-9289",United States
MHHU,MAERSK A/S,Copenhagen,Denmark
MHIU,"MITSUBISHI HEAVY INDUSTRIES, LTD.",Nagoya,Japan
MHKU,HUNGARIAN DEFENCE FORCE - MILITARY MOVEMENT CENTRES,Budapest,Hungary
MHVU,MAINPORT CONTAINER SERVICES B.V.,Rotterdam/Pernis,Netherlands
MIAU,MONTEBELLO AG,PONTRESINA,Switzerland
MICU,PAN PACIFIC INTL TRADING GROUP (HK) LTD,HONG KONG,HK
MIEU,MAERSK A/S,Copenhagen,Denmark
MIIU,MIIL OÜ,Lagedi,Estonia
MIMU,MIMU BVBA,ANTWERP,Belgium
MINU,SPEDITION MINOR GMBH,GELSENKIRCHEN,Germany
MIOU,MIOULIO SHIPPING COMPANY LIMITED,Limassol,Cyprus
MIPU,PT. INDONESIA MOROWALI INDUSTRIAL PARK,Jakarta Selatan,Indonesia
MIRU,MIRROR PALACE BVBA,Rijkevorsel,Belgium
MISU,MIOULIO SHIPPING COMPANY LIMITED,Limassol,Cyprus
MITU,PS SURVEY & CLAIM SERVICES APS,RISSKOV,Denmark
MIXU,LOGISTICA SUARDIAZ SL,MADRID,Spain
MJTU,ALE HEAVYLIFT B.V.,BREDA,Netherlands
MKAU,RWE NUCLEAR GMBH,MULHEIM-KAERLICH,Germany
MKLU,MEDKON LINES,ISTANBUL,Turkey
MKTU,MK REFTRANS CO. LTD.,Nakhodka,Russian Federation
MKVU,TANK-YARD LLC,MOSCOW,Russian Federation
MKYU,MACKAY CONTAINERS PTY LTD,NORTH MACKAY,Australia
MLAU,"MANUFACTURING MANAGEMENT, MALTA LTD",Kalkara,Malta
MLCU,TEXTAINER EQUIPMENT MANAGEMENT LTD,"HAMILTON, HM HX",Bermuda
MLGU,"MOLGAS ENERGIA, SAU",SAN FERNANDO DE HENARES,Spain
MLIU,MITSUBISHI CHEMICAL LOGISTICS CORPORATION,"MINATO-KU, TOKYO",Japan
MLKU,MATLACK LEASING LLC,"BALA CYNWYD, PA 19004",United States
MLLU,METRO LOGISTICS INTERNATIONAL (PVT) LTD,Kelaniya,Sri Lanka
MLMU,MOOSE TANK PARTS,Westmaas,Netherlands
MLSU,MILLER INTERMODAL LOGISTICS SERVICES INC,"RIDGELAND, MS-39152",United States
MLTU,MULCON SA,MONTEVIDEO,Uruguay
MLUU,MILITARY & LOGISTIC CONTAINER SHELTERS,Chicago,United States
MMAU,MAERSK A/S,Copenhagen,Denmark
MMCU,CMA-CGM,MARSEILLE CEDEX 02,France
MMJU,MARITIME EQUIPMENT SUPPLY,MOKA,France
MMLU,CFL MULTIMODAL SA,DUDELANGE,Luxembourg
MMMU,MCCAUGHRIN MARITIME MARINE SYSTEMS INC.,"WAYNE, MI 48184",United States
MMNU,MOBILE MINI UK LIMITED,STOCKTON ON TEES TS18 3TX,United Kingdom
MMRU,MAINSTREAM ENGINEERING CORPORATION,"ROCKLEDGE, FL 32955",United States
MNBU,MAERSK A/S,Copenhagen,Denmark
MNOU,MAINCO,Tourlaville,France
MNTU,TRANSPORT MONTSANT S.A,BARCELONA,Spain
MOAU,MITSUI O.S.K. LINES LTD,"MINATO-KU, TOKYO",Japan
MOBU,MOVE INTERMODAL NV,Genk,Belgium
MOCU,MACS MARITIME CARRIER SHIPPING GMBH & CO,HAMBURG,Germany
MODU,MODUL LTD,ST PETERSBURG,Russian Federation
MOEU,MITSUI O.S.K. LINES LTD,"MINATO-KU, TOKYO",Japan
MOFU,MITSUI O.S.K. LINES LTD,"MINATO-KU, TOKYO",Japan
MOGU,MITSUI O.S.K. LINES LTD,"MINATO-KU, TOKYO",Japan
MOJU,MONTEIRO CONSTRUCOES E SERVICOS LTDA,ITAJAI SANTA CATARINA,Brazil
MOLU,MITSUI O.S.K. LINES LTD,"MINATO-KU, TOKYO",Japan
MOMU,HAPAG LLOYD A.G,HAMBURG,Germany
MONU,MONSANTO COMPANY,"SAINT LOUIS, MO-63167",United States
MOOU,MODEX ENERGY RENTALS SINGAPORE PTE. LTD.,Singapore,Singapore
MORU,MITSUI O.S.K. LINES LTD,"MINATO-KU, TOKYO",Japan
MOSU,MITSUI O.S.K. LINES LTD,"MINATO-KU, TOKYO",Japan
MOTU,MITSUI O.S.K. LINES LTD,"MINATO-KU, TOKYO",Japan
MPAU,MITSUBISHI POLYCRYSTALLINE SILICON AM CO,"Theodore, AL 36582",United States
MPBU,LLC REFPEREVOZKY,SAINT PETERSBURG,Russian Federation
MPMU,MOMENTIVE PERFORMANCE MATERIALS GMBH,LEVERKUSEN,Germany
MPSU,MODULAR PONTOON SYSTEMS BV,AALST,Netherlands
MRBU,GERMAN AEROSPACE CENTER,WESSLING,Germany
MRCU,"LLC ""EMRCC""",Saint-Petersburg,Russian Federation
MRGU,"MARGUISA SHIPPING LINES, S.L.U.",MADRID,Spain
MRHU,MERIH ULUSLARARASI NAKLIYAT TIC. LTD.STI,Istanbul,Turkey
MRKU,MAERSK A/S,Copenhagen,Denmark
MRNU,MARINETEC LTD,VLADIVOSTOK,Russian Federation
MRSU,MAERSK A/S,Copenhagen,Denmark
MRTU,PT MERATUS LINE,SURABAYA,Indonesia
MRVU,MERVIELDE TRANSPORT NV,ERTVELDE-RIEME,Belgium
MRZU,MARENZANA SPA,NOVI LIGURE (AL),Italy
MSAU,MAERSK A/S,Copenhagen,Denmark
MSCU,MSC- MEDITERRANEAN SHIPPING COMPANY S.A.,GENEVE,Switzerland
MSDU,MSC- MEDITERRANEAN SHIPPING COMPANY S.A.,GENEVE,Switzerland
MSFU,MAERSK A/S,Copenhagen,Denmark
MSHU,MALAYSIAN SHIPPING CORP.SENDIRIAN BERHAD,,Malaysia
MSKU,MAERSK A/S,Copenhagen,Denmark
MSMU,MSC- MEDITERRANEAN SHIPPING COMPANY S.A.,GENEVE,Switzerland
MSNU,MSC- MEDITERRANEAN SHIPPING COMPANY S.A.,GENEVE,Switzerland
MSOU,M/S CONTAINERS A/S,RISSKOV,Denmark
MSPU,MSC- MEDITERRANEAN SHIPPING COMPANY S.A.,GENEVE,Switzerland
MSRU,MICROSTAR LOGISTICS,"DENVER, CO 80202",United States
MSSU,MSSA,SAINT MARCEL,France
MSTU,MSC- MEDITERRANEAN SHIPPING COMPANY S.A.,GENEVE,Switzerland
MSUU,M/S CONTAINERS A/S,RISSKOV,Denmark
MSVU,MSC- MEDITERRANEAN SHIPPING COMPANY S.A.,GENEVE,Switzerland
MSWU,MAERSK A/S,Copenhagen,Denmark
MSYU,MSC- MEDITERRANEAN SHIPPING COMPANY S.A.,GENEVE,Switzerland
MSZU,MSC- MEDITERRANEAN SHIPPING COMPANY S.A.,GENEVE,Switzerland
MTAU,FINEBRO 3 S.L.,MADRID,Spain
MTBU,MULTIBOXX LIMITED,KOWLOON,HK
MTCU,MERLION HOLDINGS PTE LTD,Singapore,Singapore
MTEU,BAYER AGRICULTURE BVBA,ANTWERPEN,Belgium
MTGU,MATHESON TRI-GAS INC,WARREN,United States
MTIU,MILLER INTERMODAL LOGISTICS SERVICES INC,"RIDGELAND, MS-39152",United States
MTKU,PT MASAJI TATANAN KONTAINER INDONESIA,JAKARTA,Indonesia
MTLU,DUTCH ANTILLEAN CONTAINER LEASING NV,LIMASSOL,Cyprus
MTMU,MTT SHIPPING SDN. BHD.,PORT KLANG,Malaysia
MTNU,MOUNTAIN HOLDING B.V.,Galder,Netherlands
MTOU,METANO LTD,"ROWLANDS GILL, TYNE & WEAR NE39 IEH",United Kingdom
MTPU,"METRANS, a.s.",PRAGUE 10,Czech Republic
MTRU,TAL INTERNATIONAL,"PURCHASE, NY 10577-2135",United States
MTSU,SEACUBE CONTAINERS LLC,"WOODCLIFF LAKE, N.J. 07677",United States
MTTU,TATIANA TSIBIKOVA,St Petersburg,Russian Federation
MTUU,MTU ONSITE ENERGY CORPORATION,"MANKATO, MN-56001",United States
MTVU,CONTAINERS MTV,GENOVA (GE),Italy
MTYU,SEACUBE CONTAINERS LLC,"WOODCLIFF LAKE, N.J. 07677",United States
MUCU,G.T.S SPA,BARI,Italy
MUKU,"MUTO CO., LTD",SEOUL,"Korea, Republic of"
MULU,«MUVLINK» LLC,Minsk,Belarus
MUMU,INTERRAIL EUROPE GMBH,FRANKFURT AM MAIN,Germany
MUOU,"MARGUISA SHIPPING LINES, S.L.U.",MADRID,Spain
MURU,FRAMATOME SAS,CHALON SUR SAONE,France
MUTU,MUTUALISTA ACOREANA TRANSP. MARITIMOS SA,LISBOA,Portugal
MVCU,OY MOONWAY AB,TURKU -,Finland
MVIU,MAERSK A/S,Copenhagen,Denmark
MVLU,MASTER VALLEY RESOURCES LTD,Saint-Petersburg,Russian Federation
MVWU,"MORITA CHEMICAL INDUSTRIES CO, LTD",OSAKA,Japan
MWAU,MEDWAY ASSETS - GESTÃO DE ATIVOS S.A.,Lisboa,Portugal
MWCU,MAERSK A/S,Copenhagen,Denmark
MWLU,MUWON LS LTD,SEOUL,"Korea, Republic of"
MWMU,MAERSK A/S,Copenhagen,Denmark
MWTU,"SHANGHAI MILKYWAY CHEMICAL LOGISTICS CO, Ltd",SHANGHAI 201203,China
MWWU,MESSER LLC,"BRIDGEWATER, NJ 08807",United States
MXCU,MAXICON CONTAINER LINE PTE LTD,Singapore,Singapore
MXFU,MEXICHEM FLUOR JAPAN LIMITED,Tokyo,Japan
MXMU,MODALIS,AIX-EN-PROVENCE,France
MXSU,MAXX SERVICES LIMITED,LIMASSOL,Cyprus
NABU,ECST CONTAINER SERVICES & TRADING GMBH,SEEVETAL / BULLENHAUSEN,Germany
NAFU,NDMA,KJELLER,Norway
NAGU,TRANSPORT NAGELS N.V.,Antwerpen,Belgium
NAIU,SAGER ASSETS S.A.,HUNENBERG,Switzerland
NAKU,WEST OCEAN SHIPPING COMPANY LIMITED,CENTRAL,HK
NARU,MT CONTAINER GMBH,HAMBURG,Germany
NATU,SHAPE,MONS,Belgium
NAZU,JSC NEVINNOMYSSKY AZOT,"NEVINNOMYSSK, STAVROPOL TERRITORY",Russian Federation
NBCU,BUNNIK CREATIONS,Bleiswijk,Netherlands
NBGU,ROLANDE LNG B.V,JL GIESSEN,Netherlands
NBTU,NISSAN BUTSURYU CO LTD,TOKYO,Japan
NBYU,"NINGBO OCEAN SHIPPING CO,LTD","NINGBO,ZHEJIANG PROV",China
NCCU,NIPPON CONCEPT CORPORATION,CHIYODA-KU - TOKYO,Japan
NCLU,"CAREER (HK) CO., LIMITED",HONGKONG,HK
NCSU,DAHER NUCLEAR TECHNOLOGIES GMBH,HANAU,Germany
NCTU,ORCA CONTAINER ASSET MANAGEMENT,CAPE TOWN,South Africa
NCXU,NOR LINES INTERNATIONAL,STAVANGER,Norway
NDAU,INTERNATIONAL NUCLEAR SERVICES LTD,WARRINGTON WA36AS,United Kingdom
NDCU,NIDEC,ROCHE LA MOLIERE,France
NDSU,NILE DUTCH AFRICA LINE,ROTTERDAM,Netherlands
NDXU,NORDEX ENERGY GMBH,HAMBURG,Germany
NECU,NAT SHIPPING BAGGING SERVICES LTD. & ASSOCIATES,HAROLD HILL RM3 8UF,United Kingdom
NENU,BOLUDA LINES S.A,VALENCIA,Spain
NEOU,NEOMAT SRO,Galanta,Slovakia
NESU,BOREALIS AB,STENUNGSUND,Sweden
NEVU,CAI INTERNATIONAL,"SAN FRANCISCO, CA 94105",United States
NEWU,CR CONTAINER TRADING GMBH,Hamburg,Germany
NFAU,MITSUBISHI GAS CHEMICAL COMPANY INC,TOKYO,Japan
NFCU,NATIONAL FACTORY FOR PROCESSING AND TREATING MINERALS,Dammam,Saudi Arabia
NFLU,DFDS A/S,COPENHAGEN,Denmark
NFPU,NAVIN FLUORINE INTERNATIONAL LTD,MUMBAI,India
NFRU,BOLUDA LINES S.A,VALENCIA,Spain
NFSU,KMG SINGAPORE PTE LTD,Singapore,Singapore
NFWU,BOLUDA LINES S.A,VALENCIA,Spain
NGCU,"VALQUA NGC, INC.","HOUSTON, TX-77093",United States
NGTU,FTLL LIMITED,TORTOLA,"Virgin Islands, British"
NGZU,"JOINT STOCK COMPANY ""AZOT""",Novomoskovsk. Tula region,Russian Federation
NHCU,MITSUI & CO LTD,OSAKA,Japan
NHIU,NIPPON GASES NORGE AS,OSLO,Norway
NIDU,NILE DUTCH AFRICA LINE,ROTTERDAM,Netherlands
NIKU,NORILSK FORWARDING COMPANY LTD,NORILSK,Russian Federation
NIMU,RRT RHEIN-RUHR TERMINAL GESELLSCHAFT FUR CONTAINER,DUISBURG,Germany
NINU,REF TRANS 2013 LTD,TBILISI,Georgia
NIOU,ROYAL NIOZ,HORNTJE TEXEL,Netherlands
NIPU,"NORTH INLAND PORT INTERNATIONAL LOGISTICS CO.,LTD",ULANQAB,China
NIQU,NUUK IMEQ,NUUK,Greenland
NIRU,NIRINT SHIPPING BV,Barendrecht,Netherlands
NISU,TECHNOPYR SA,PIRAEUS,Greece
NJBU,CS EURASIA LEASING (SEA) PTE LTD,SINGAPORE,Singapore
NJFU,NJ FROMENT AND COMPANY LIMITED,Stamford,United Kingdom
NKLU,NORTHERN LIGHTS SHIPPING,PIRAEUS,Greece
